Accession	Virus Name	Virus Taxonomic ID	Host Taxonomic ID	Completeness	Isolate Collection date	Release date
KJ686257.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-22	2014-05-15T00:00:00Z
KJ686258.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-29	2014-05-15T00:00:00Z
KJ686259.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-04	2014-05-15T00:00:00Z
KJ686260.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-16	2014-05-15T00:00:00Z
KJ686261.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-04	2014-05-15T00:00:00Z
KJ686262.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-25	2014-05-15T00:00:00Z
KJ686263.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-25	2014-05-15T00:00:00Z
KJ686264.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-11-07	2014-05-15T00:00:00Z
KJ686265.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-25	2014-05-15T00:00:00Z
KJ686266.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-08-20	2014-05-15T00:00:00Z
KJ686267.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-12	2014-05-15T00:00:00Z
KJ686268.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-29	2014-05-15T00:00:00Z
KJ686269.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-13	2014-05-15T00:00:00Z
KJ686270.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-10-23	2014-05-15T00:00:00Z
KJ686271.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-06-15	2014-05-15T00:00:00Z
KJ686272.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-06	2014-05-15T00:00:00Z
KJ686273.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-07	2014-05-15T00:00:00Z
KJ686274.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-17	2014-05-15T00:00:00Z
KJ686275.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-16	2014-05-15T00:00:00Z
KJ686276.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-24	2014-05-15T00:00:00Z
KJ686278.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-26	2014-05-15T00:00:00Z
KJ686279.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-13	2014-05-15T00:00:00Z
KJ686280.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-08	2014-05-15T00:00:00Z
KJ686281.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-24	2014-05-15T00:00:00Z
KJ686282.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-24	2014-05-15T00:00:00Z
KJ686283.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-01	2014-05-15T00:00:00Z
KJ686284.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-30	2014-05-15T00:00:00Z
KJ686285.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-18	2014-05-15T00:00:00Z
KJ686286.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-03-25	2014-05-15T00:00:00Z
KJ686287.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-06-06	2014-05-15T00:00:00Z
KJ686288.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-18	2014-05-15T00:00:00Z
KJ686289.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-25	2014-05-15T00:00:00Z
KJ686290.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-04	2014-05-15T00:00:00Z
KJ686291.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-01-06	2014-05-15T00:00:00Z
KJ686292.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-29	2014-05-15T00:00:00Z
KJ686293.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-12	2014-05-15T00:00:00Z
KJ686294.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-25	2014-05-15T00:00:00Z
KJ686295.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-09-08	2014-05-15T00:00:00Z
KJ686296.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-04-22	2014-05-15T00:00:00Z
KJ686297.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-05	2014-05-15T00:00:00Z
KJ686298.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-02	2014-05-15T00:00:00Z
KJ686299.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-08-28	2014-05-15T00:00:00Z
KJ686300.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-05-25	2014-05-15T00:00:00Z
KJ686301.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-11	2014-05-15T00:00:00Z
KJ686302.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-07	2014-05-15T00:00:00Z
KJ686303.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-12-08	2014-05-15T00:00:00Z
KJ686304.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-12	2014-05-15T00:00:00Z
KJ686305.1	Enterovirus A71	39054	9606.0	COMPLETE	2012-02-07	2014-05-15T00:00:00Z
KJ686307.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-11-10	2014-05-15T00:00:00Z
KJ686308.1	Enterovirus A71	39054	9606.0	COMPLETE	2011-10-04	2014-05-15T00:00:00Z
KJ765699.1	Echovirus E7	46018	9606.0	COMPLETE	2012	2014-07-30T00:00:00Z
KJ957190.1	Echovirus E25	45101	9606.0	COMPLETE	2010-08	2015-01-13T00:00:00Z
KC880365.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-11-22	2013-07-31T00:00:00Z
KC880366.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-04-10	2013-07-31T00:00:00Z
KC880367.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-04-10	2013-07-31T00:00:00Z
KC880368.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-04-10	2013-07-31T00:00:00Z
KC880369.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-04-10	2013-07-31T00:00:00Z
KC880370.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-11-22	2013-07-31T00:00:00Z
KC880371.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-08-12	2013-07-31T00:00:00Z
KC880372.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-03-28	2013-07-31T00:00:00Z
KC880373.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-06-02	2013-07-31T00:00:00Z
KC880374.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-06-19	2013-07-31T00:00:00Z
KC880375.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-02-01	2013-07-31T00:00:00Z
KC880376.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-02-01	2013-07-31T00:00:00Z
KC880377.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-05-14	2013-07-31T00:00:00Z
KC880378.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-06-09	2013-07-31T00:00:00Z
KC880379.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-04-26	2013-07-31T00:00:00Z
KC880380.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-06-08	2013-07-31T00:00:00Z
KC880381.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-07-04	2013-07-31T00:00:00Z
KC880382.1	Human poliovirus 1	12080	9606.0	COMPLETE	2010-06-02	2013-07-31T00:00:00Z
KF134486.1	Enterovirus A71	39054	9606.0	COMPLETE	2011	2013-12-25T00:00:00Z
KF193620.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2008	2013-09-22T00:00:00Z
KF193621.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009	2013-09-22T00:00:00Z
KF193622.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193623.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2011	2013-09-22T00:00:00Z
KF193624.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009	2013-09-22T00:00:00Z
KF193625.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193626.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193627.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009	2013-09-22T00:00:00Z
KF193628.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2009	2013-09-22T00:00:00Z
KF193629.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193630.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193631.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2010	2013-09-22T00:00:00Z
KF193632.1	Coxsackievirus A16	31704	9606.0	COMPLETE	2008	2013-09-22T00:00:00Z
KF311743.1	Coxsackievirus B5	12074	9606.0	COMPLETE	2011	2013-09-03T00:00:00Z
KF312457.1	Enterovirus A71	39054	9606.0	COMPLETE	1998	2013-10-05T00:00:00Z
KF444809.1	Enterovirus A71	39054	9606.0	COMPLETE	2012	2013-11-18T00:00:00Z
KF537633.1	Human poliovirus 1	12080	9606.0	COMPLETE	1988	2013-09-22T00:00:00Z
KF667358.1	Coxsackievirus A24	12089	9606.0	COMPLETE	2010	2014-09-09T00:00:00Z
KF667359.1	Coxsackievirus A24	12089	9606.0	COMPLETE	2010	2014-09-09T00:00:00Z
KF667360.1	Coxsackievirus A24	12089	9606.0	COMPLETE	2010	2014-09-09T00:00:00Z
KF667361.1	Coxsackievirus A24	12089	9606.0	COMPLETE	2010	2014-09-09T00:00:00Z
KF725085.1	Coxsackievirus A24	12089	9606.0	COMPLETE	2002-07-01	2013-12-24T00:00:00Z
JX274980.1	Poliovirus 2	12083	9606.0	COMPLETE	2005	2013-02-22T00:00:00Z
JX274981.1	Poliovirus 2	12083	9606.0	COMPLETE	2005	2013-02-22T00:00:00Z
JX274982.1	Poliovirus 2	12083	9606.0	COMPLETE	2005	2013-02-22T00:00:00Z
JX274983.1	Poliovirus 2	12083	9606.0	COMPLETE	2005	2013-02-22T00:00:00Z
JX274984.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274985.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274986.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274987.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274988.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274989.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274990.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274991.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274992.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274993.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274994.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274995.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274996.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274997.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274998.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX274999.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275000.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275001.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275002.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275003.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275004.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275005.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275006.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275007.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275008.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275009.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275010.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275011.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275012.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275013.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275014.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275015.1	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275016.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275017.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275018.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275019.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275020.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275021.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275022.2	Poliovirus 2	12083	9606.0	COMPLETE	2006	2013-02-22T00:00:00Z
JX275023.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275024.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275025.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275026.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275027.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275028.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275029.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275030.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275031.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275032.1	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275033.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275034.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275035.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275036.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275037.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275038.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275039.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275040.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275041.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275042.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275043.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275044.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275045.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275046.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275047.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275048.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275049.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275050.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275051.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275052.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275053.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275054.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275055.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275056.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275057.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275058.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275059.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275060.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275061.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275062.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275063.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275064.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275065.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275066.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275067.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275068.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275069.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275070.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275071.1	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275072.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275073.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275074.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275075.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275076.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275077.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275078.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275079.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275080.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275081.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275082.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275083.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275084.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275085.1	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275086.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275087.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275088.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275089.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275090.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275091.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275092.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275093.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275094.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275095.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275096.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275097.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275098.2	Poliovirus 2	12083	9606.0	COMPLETE	2007	2013-02-22T00:00:00Z
JX275099.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275100.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275101.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275102.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275103.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275104.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275105.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275106.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275107.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275108.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275109.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275110.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275111.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275112.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275113.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275114.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275115.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275116.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275117.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275118.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275119.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275120.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275121.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275122.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275123.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275124.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275125.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275126.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275127.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275128.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275129.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275130.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275131.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275132.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275133.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275134.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275135.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275136.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275137.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275138.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275139.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275140.1	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275141.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275142.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275143.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275144.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275145.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275146.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275147.1	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275148.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275149.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275150.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275151.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275152.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275153.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275154.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275155.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275156.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275157.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275158.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275159.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275160.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275161.2	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
JX275162.1	Poliovirus 2	12083	9606.0	COMPLETE	2008	2013-02-22T00:00:00Z
